obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..52,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..78,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..86,Duration,Fo..88,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..105,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..156,hhmmss..157,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
11,1659628375,50,8/4/22 10:52,10:52:55,5,albert,e_y_105_14,1659628367,0.00491017,4.910169826,13.69020107,301.832447,218.7285576,19.80695534,27.33242455,0.303203321,2.756213167,0.285817004,0.180114585,321.50567,29.51151363,28.95718214,4.011818878,62.98265304,2.512176614,3.988680203,1.499642264,-216.5384893,-14.84337575,-1.184545271,88.93925967,-3.449913471,4.90444834,13.69020107,289.4175711,287.3264909,-3.183153913,64.1246498,4.910169826,22.02346821,27.74978909,0.000244486,89.25104709,0,0,1,0,47591,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.971429,1681.17301,0.840598514,0.160755132,6,0.5,0: Broadleaf,2,TRUE,1659628367,301.8324643,299.4692857,27.74201071,22.02074643,298.6739643,27.41996429,500.0701429,90.45493571,0.100022232,28.85728929,28.95718214,999.9,0,0,9997.325714,0,11.63428571,2.363127929,310.4446786,306.2122857,5.721266071,299.4692857,22.02074643,2.509401786,1.991884643,21.08760357,17.37997143,1999.971429,0.97999975,0.020000725,0,772.1503929,5.00056,15371.925,17294.62857,37.562,38.156,37.205,37.28985714,38.705,1955.071071,39.90035714,0,1659628376,0,772.11036,-2.833538468,-42.37692308,15371.116,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,1.571679954,14.9112329,1.470977107,0,772.4361471,-5.314331548,0.608359227,0,5.731170732,-0.10900223,0.018252372,0,0,3,0/3,2.97959,2.7286,0.0616746,0.0617229,0.118665,0.101808,28099.3,27730.6,30475.4,29801.7,37045.3,35237.3,46616.1,44319.2,1.87752,1.877,0.138052,0,26.7045,999.9,57.1,29.9,26.7407,63.3784,24.8718,1,-0.027721,0,20.2077,5.22747,11.9652,4.97045,3.28963,9999,9999,9999,314.8,4.97289,1.87738,1.87546,1.87828,1.875,1.87863,1.87573,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.077,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.2,73154,0.761719,2.55493,1.39893,2.34741,1.44897,2.39746,36.3165,24.1838,18,492.119,463.399,27.7012,26.7221,30,26.5085,26.5838,15.2955,26.2481,100,-999.9,246.031,22.0427,100.745,101.909,7
12,1659628380,55,8/4/22 10:53,10:53:00,5,albert,e_y_105_14,1659628373,0.004913368,4.913367659,12.64327714,285.5512063,208.7017464,18.89865427,25.85763473,0.30355844,2.75774773,0.286141728,0.180320075,321.5043788,29.51174438,28.95673704,4.011715517,62.99374644,2.512830897,3.989016432,1.49888462,-216.6795138,-14.56911687,-1.162017464,89.09373069,-4.430800075,4.908685819,12.64327714,272.4842748,271.533903,-3.152121731,64.1246498,4.913367659,22.02392587,27.75417212,0.000203932,89.25104709,0,0,1,0,47657,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.963333,1681.166211,0.840598516,0.160755137,6,0.5,0: Broadleaf,2,TRUE,1659628373,285.5512222,281.9168148,27.74971111,22.02358889,282.448,27.42765556,500.0736296,90.45341481,0.09999263,28.85874444,28.95673704,999.9,0,0,10006.57556,0,11.62581481,3.634294444,293.7013704,288.2655556,5.726118148,281.9168148,22.02358889,2.510056667,1.99211,21.09185185,17.38175556,1999.963333,0.979999778,0.020000696,0,772.0456296,5.00056,15369.88889,17294.56296,37.58066667,38.15025926,37.215,37.312,38.722,1955.062963,39.90037037,0,1659628381,0,772.03952,0.645461532,18.21538451,15370.216,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,2.781219585,14.457672,1.426346994,0,772.1278529,-1.233934304,0.292732575,0,5.723152195,0.042920697,0.006501071,1,1,3,3-Jan,2.97963,2.72845,0.0588077,0.0586048,0.118675,0.10181,28185.1,27823.3,30475.3,29802.3,37044.8,35237.6,46616.2,44320,1.8775,1.8769,0.137873,0,26.7068,999.9,57.1,29.8,26.5875,63.2384,24.7596,1,-0.0275635,0,20.2078,5.22777,11.9662,4.97055,3.28953,9999,9999,9999,314.8,4.97288,1.87731,1.87546,1.87824,1.875,1.87859,1.87567,1.87682,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.024,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.3,73154.1,0.725098,2.55615,1.39893,2.34741,1.44897,2.39746,36.3165,24.1838,18,492.105,463.335,27.702,26.7206,30.0001,26.5085,26.5838,14.5066,26.2481,100,-999.9,232.674,22.0438,100.745,101.911,7
13,1659628385,60,8/4/22 10:53,10:53:05,5,albert,e_y_105_14,1659628377,0.004905811,4.905810753,11.89137111,271.0268422,198.5673638,17.98089728,24.5423302,0.302996642,2.759172805,0.285650771,0.180007386,321.5066804,29.51438721,28.95828571,4.012075156,62.9931271,2.512932285,3.989216604,1.49914287,-216.3462542,-14.67815533,-1.17012364,89.31214722,-5.266571015,4.909619518,11.89137111,255.636943,255.6994,-3.171700788,64.1246498,4.905810753,22.02365204,27.74835152,-0.000298115,89.25104709,0,0,1,0,47562,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.9775,1681.178132,0.840598523,0.160755149,6,0.5,0: Broadleaf,2,TRUE,1659628377,271.0268571,266.3044286,27.75091429,22.02370357,267.9737857,27.42886429,500.0730714,90.45315714,0.099977771,28.85961071,28.95828571,999.9,0,0,10015.04214,0,11.62551786,4.722378929,278.7628929,272.3015714,5.727206786,266.3044286,22.02370357,2.510158929,1.992115,21.09251786,17.3818,1999.9775,0.97999975,0.020000725,0,772.1711429,5.00056,15373.625,17294.68214,37.60025,38.156,37.22975,37.321,38.73875,1955.076429,39.90107143,0,1659628386,0,772.2134231,4.002495723,76.57435896,15374.7,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,4.14854625,13.87115291,1.334773543,0,772.1360294,1.574407944,0.28833625,0,5.72584325,0.016509681,0.003387413,1,1,3,3-Jan,2.97964,2.72839,0.0558655,0.0554038,0.118659,0.101809,28273.2,27917.6,30475.4,29801.9,37045.4,35237,46616.4,44319.5,1.87745,1.87695,0.138335,0,26.7084,999.9,57.1,29.9,26.742,63.2184,24.2748,1,-0.027627,0,20.2078,5.22732,11.9646,4.9704,3.2895,9999,9999,9999,314.8,4.97291,1.8773,1.87545,1.87823,1.875,1.87856,1.87564,1.87681,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.969,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.4,73154.2,0.686035,2.55371,1.39893,2.34741,1.44897,2.41211,36.3165,24.1838,18,492.078,463.367,27.7024,26.7206,30.0002,26.5085,26.5838,13.7887,26.2481,100,-999.9,212.639,22.0481,100.745,101.909,7
14,1659628390,65,8/4/22 10:53,10:53:10,5,albert,e_y_105_14,1659628383,0.004905898,4.905897708,10.8697282,254.7640974,188.3003677,17.05110449,23.06957388,0.302801081,2.758807623,0.285474755,0.179895753,321.5064315,29.51458313,28.96178889,4.012888779,62.98951139,2.51280859,3.989249218,1.500080188,-216.3500889,-15.17625795,-1.210013795,88.7700708,-6.198998601,4.908186729,10.8697282,238.7178146,239.9345758,-3.150271136,64.1246498,4.905897708,22.02448455,27.74820182,-0.000136098,89.25104709,0,0,1,0,47575,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.975926,1681.176811,0.840598524,0.160755151,6,0.5,0: Broadleaf,2,TRUE,1659628383,254.7641111,248.8267407,27.74968519,22.02418148,251.7677037,27.42763333,500.0768148,90.45267037,0.100017837,28.85975185,28.96178889,999.9,0,0,10012.93333,0,11.62688148,5.937303704,262.0355556,254.4303704,5.725501481,248.8267407,22.02418148,2.510033704,1.992147037,21.09171481,17.38205926,1999.975926,0.979999778,0.020000696,0,772.6440741,5.00056,15382.21111,17294.67037,37.62266667,38.15255556,37.243,37.33766667,38.74533333,1955.074815,39.90111111,0,1659628391,0,772.6945,7.628683754,134.2051283,15383.04231,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,5.3076265,13.7983603,1.327513235,0,772.4548529,5.521084794,0.60355477,0,5.7262305,-0.020994597,0.002556213,1,1,3,3-Jan,2.97971,2.72848,0.0528769,0.0521249,0.118661,0.101817,28362.5,28014.1,30475.1,29801.5,37044.6,35236.3,46615.8,44319.3,1.87735,1.87687,0.138476,0,26.7077,999.9,57.1,29.9,26.7405,63.3484,24.6955,1,-0.0278786,0,20.2079,5.22792,11.9644,4.9704,3.2895,9999,9999,9999,314.8,4.9729,1.87734,1.87546,1.8783,1.875,1.87861,1.87572,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.915,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.5,73154.2,0.645752,2.56104,1.39893,2.34619,1.44897,2.40601,36.3165,24.1838,18,492.023,463.314,27.7025,26.7206,30,26.5085,26.5832,12.9856,26.2481,100,-999.9,199.215,22.0476,100.744,101.909,7
15,1659628395,70,8/4/22 10:53,10:53:15,5,albert,e_y_105_14,1659628387,0.004901438,4.901438297,9.977766579,240.2922017,179.0319687,16.21192503,21.75923768,0.302373206,2.757601919,0.285087221,0.179650188,321.5105977,29.51586908,28.96409286,4.01342396,62.986725,2.512663897,3.989195972,1.500760064,-216.1534289,-15.54640785,-1.240080843,88.57068017,-7.074584098,4.90654895,9.977766579,221.7193376,224.1219818,-3.17007562,64.1246498,4.901438297,22.02501104,27.74290667,-3.04E-05,89.25104709,0,0,1,0,47515,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.001786,1681.198553,0.840598526,0.160755155,6,0.5,0: Broadleaf,2,TRUE,1659628387,240.2922143,233.2185714,27.74791786,22.02428571,237.347,27.42587857,500.0743214,90.45321071,0.100030414,28.85952143,28.96409286,999.9,0,0,10005.735,0,11.638025,7.073591429,247.1501786,238.4706786,5.723643571,233.2185714,22.02428571,2.509888929,1.9921675,21.09078214,17.382225,2000.001786,0.979999857,0.020000614,0,773.2971071,5.00056,15394.675,17294.88571,37.625,38.15157143,37.25,37.357,38.75,1955.1,39.90178571,0,1659628396,0,773.3329231,9.396170923,178.9094015,15395.69615,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,6.25266575,14.29680394,1.375894542,0,772.8484706,7.368525594,0.767058869,0,5.72507125,-0.02308469,0.002662838,1,1,3,3-Jan,2.97966,2.72834,0.0498134,0.0487596,0.118646,0.101808,28453.7,28113.2,30474.5,29801.1,37044.5,35236,46615.2,44318.7,1.87745,1.87685,0.138037,0,26.7049,999.9,57.1,29.9,26.7378,63.3584,24.4832,1,-0.0278354,0,20.2077,5.22777,11.9644,4.97005,3.2895,9999,9999,9999,314.8,4.97289,1.87734,1.87546,1.87829,1.87501,1.87857,1.87571,1.87682,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.86,0.322,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.6,73154.3,0.610352,2.55615,1.39893,2.34741,1.44897,2.4353,36.34,24.1838,18,492.073,463.285,27.7027,26.7206,30.0001,26.5077,26.5816,12.2552,26.2481,100,-999.9,179.179,22.0574,100.742,101.907,7
16,1659628400,75,8/4/22 10:53,10:53:20,5,albert,e_y_105_14,1659628393,0.004905428,4.905428005,9.087520497,224.0517293,168.1465568,15.22616007,20.28853614,0.30257338,2.756345433,0.285257797,0.179759229,321.5166791,29.51437014,28.96472222,4.013570165,62.98503742,2.512492117,3.989030125,1.501078048,-216.329375,-15.73950191,-1.256055023,88.19174719,-8.044704742,4.905245495,9.087520497,204.8365759,208.3077758,-3.164966727,64.1246498,4.905428005,22.0233031,27.74516848,6.82E-05,89.25104709,0,0,1,0,47537,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.04,1681.230644,0.84059851,0.160755124,6,0.5,0: Broadleaf,2,TRUE,1659628393,224.0517407,215.7182222,27.74612222,22.02403704,221.1647037,27.42407778,500.0775556,90.4528963,0.100014004,28.8588037,28.96472222,999.9,0,0,9998.333704,0,11.62913333,8.333494444,230.4457407,220.5761852,5.722086667,215.7182222,22.02403704,2.509716667,1.992138889,21.08966296,17.3819963,2000.04,0.980000333,0.020000122,0,774.2250741,5.00056,15412.95556,17295.21111,37.625,38.14566667,37.25,37.37033333,38.75459259,1955.138519,39.90148148,0,1659628401,0,774.2014615,11.50694017,229.2923079,15411.99231,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,7.49815,14.43980195,1.424396804,0,773.6916471,10.25757067,1.031246986,0,5.723399268,-0.021921742,0.002599126,1,1,3,3-Jan,2.97952,2.72844,0.0466793,0.0453527,0.118646,0.101804,28547.2,28213.6,30474.2,29800.8,37043.8,35235.7,46614.6,44318.4,1.87733,1.87693,0.138752,0,26.702,999.9,57.1,29.9,26.7399,63.5484,24.5593,1,-0.0278659,0,20.2078,5.22852,11.9665,4.9703,3.28965,9999,9999,9999,314.8,4.9729,1.87732,1.87546,1.87828,1.875,1.87858,1.87568,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.803,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.7,73154.4,0.568848,2.55859,1.39893,2.34741,1.44897,2.45117,36.34,24.1838,18,491.993,463.333,27.7032,26.7206,30.0001,26.5063,26.5816,11.4359,26.2481,100,-999.9,165.794,22.0628,100.741,101.906,7
17,1659628405,80,8/4/22 10:53,10:53:25,5,albert,e_y_105_14,1659628397,0.004894464,4.89446386,8.155970019,209.5857754,159.0721898,14.40455771,18.97874418,0.301795731,2.756774297,0.284568836,0.179321294,321.5170181,29.51694087,28.96461786,4.01354592,62.97854796,2.512182298,3.988949221,1.501363622,-215.8458562,-15.77847756,-1.258966658,88.63371762,-8.903354106,4.903197317,8.155970019,188.0339324,192.576097,-3.149388173,64.1246498,4.89446386,22.02140643,27.73232909,-0.00022063,89.25104709,0,0,1,0,47520,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.042143,1681.232443,0.840598509,0.160755122,6,0.5,0: Broadleaf,2,TRUE,1659628397,209.5857857,200.1365357,27.74249286,22.02286071,206.7512857,27.42044643,500.085,90.45357143,0.10001765,28.85845357,28.96461786,999.9,0,0,10000.79679,0,11.62005,9.449238571,215.5661429,204.6433571,5.7196325,200.1365357,22.02286071,2.509407857,1.992047857,21.08765,17.38126071,2000.042143,0.980000393,0.020000061,0,775.2426429,5.00056,15432.68214,17295.21786,37.625,38.15157143,37.25,37.375,38.76328571,1955.140714,39.90142857,0,1659628406,0,775.4186,14.77761538,276.1153847,15435.828,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,8.674075854,14.15514732,1.396811869,0,774.6148235,12.45940412,1.243558898,0,5.720910488,-0.025286132,0.003220989,1,1,3,3-Jan,2.97958,2.72826,0.0434921,0.0418277,0.118621,0.101802,28643.2,28318.2,30474.7,29801.3,37045.3,35235.9,46615.4,44319,1.8772,1.8767,0.13867,0,26.6974,999.9,57.1,29.9,26.742,63.1983,24.4671,1,-0.027843,0,20.2078,5.22837,11.9658,4.97005,3.28958,9999,9999,9999,314.8,4.9729,1.87734,1.87546,1.87828,1.875,1.87859,1.87573,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.747,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.8,73154.5,0.532227,2.56348,1.39893,2.34619,1.44897,2.46338,36.3165,24.1838,18,491.925,463.189,27.7036,26.7206,30.0001,26.5063,26.5816,10.6908,26.2481,100,-999.9,145.755,22.0725,100.743,101.908,7
18,1659628410,85,8/4/22 10:53,10:53:30,5,albert,e_y_105_14,1659628403,0.004897015,4.897014513,7.211570842,193.3527316,148.495624,13.44696279,17.50898052,0.301980423,2.75728808,0.284736101,0.179427285,321.516303,29.51634976,28.96274444,4.013110734,62.96870407,2.511822791,3.989001883,1.501287943,-215.95834,-15.46905466,-1.234037686,88.85487066,-9.871411107,4.901058184,7.211570842,170.969362,176.7504848,-3.166736648,64.1246498,4.897014513,22.01941567,27.73146424,7.32E-05,89.25104709,0,0,1,0,47519,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.037778,1681.228766,0.840598505,0.160755115,6,0.5,0: Broadleaf,2,TRUE,1659628403,193.3527407,182.645963,27.73821111,22.02101481,190.5781111,27.41617037,500.082,90.45467037,0.099936096,28.85868148,28.96274444,999.9,0,0,10003.71593,0,11.6020037,10.7068463,198.8691481,186.7586296,5.717207407,182.645963,22.02101481,2.509051852,1.991904074,21.08533333,17.38011852,2000.037778,0.980000444,0.020000007,0,776.5204444,5.00056,15457.66296,17295.18889,37.625,38.16174074,37.25,37.375,38.78214815,1955.136667,39.90111111,0,1659628411,0,776.66156,16.20392304,305.4999996,15459.176,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,10.0688405,14.23939767,1.371145909,0,775.8485294,14.73054238,1.465577486,0,5.7185495,-0.032711595,0.003756158,1,1,3,3-Jan,2.9796,2.72857,0.0402104,0.038204,0.118611,0.101797,28742.1,28425.4,30475.4,29801.3,37046.3,35236.1,46616.4,44319.3,1.87738,1.87672,0.139065,0,26.6942,999.9,57.1,29.9,26.7401,63.2384,24.375,1,-0.027909,0,20.2078,5.22792,11.9644,4.9698,3.28953,9999,9999,9999,314.8,4.9729,1.87739,1.87546,1.87832,1.875,1.87861,1.87575,1.87682,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.689,0.3221,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.8,73154.6,0.494385,2.5647,1.39893,2.34619,1.44897,2.47437,36.34,24.1838,18,492.021,463.205,27.7037,26.7204,30,26.5063,26.5816,9.8647,26.2481,100,-999.9,132.39,22.0876,100.745,101.908,7
19,1659628415,90,8/4/22 10:53,10:53:35,5,albert,e_y_105_14,1659628407,0.004896111,4.896110816,6.274334903,178.8670278,139.5125348,12.63370831,16.19749694,0.301642422,2.757220222,0.284435102,0.179236097,321.5122664,29.51780583,28.96683929,4.014062002,62.95472004,2.511442229,3.989283452,1.502619773,-215.918487,-15.89623144,-1.268180233,88.42936773,-10.76078042,4.898514886,6.274334903,153.9751841,160.9050182,-3.166462058,64.1246498,4.896110816,22.01809836,27.72976061,-3.19E-05,89.25104709,0,0,1,0,47542,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0125,1681.207532,0.840598512,0.160755128,6,0.5,0: Broadleaf,2,TRUE,1659628407,178.8670357,167.0075,27.73355714,22.01931786,176.1464643,27.41151429,500.0835357,90.45607857,0.100001768,28.8599,28.96683929,999.9,0,0,10003.15857,0,11.59421786,11.85954429,183.96925,170.7678214,5.714256071,167.0075,22.01931786,2.508669643,1.991781071,21.08285714,17.37913929,2000.0125,0.980000286,0.020000171,0,777.93675,5.00056,15482.85714,17294.98214,37.63828571,38.17814286,37.25,37.375,38.7965,1955.111429,39.90107143,0,1659628416,0,778.07744,18.70046157,343.3923083,15485.308,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,11.08751951,14.63885206,1.444484411,0,777.1395294,17.44473645,1.731553421,0,5.716218537,-0.035236725,0.004047719,1,1,3,3-Jan,2.97967,2.72829,0.0368555,0.0345018,0.118612,0.101792,28842.9,28534.5,30475.7,29801,37046.3,35235.6,46616.7,44318.7,1.87755,1.87652,0.140019,0,26.6919,999.9,57.1,29.9,26.7391,63.3384,24.3149,1,-0.0280005,0,20.2076,5.22777,11.9644,4.9697,3.28948,9999,9999,9999,314.8,4.9729,1.87735,1.87546,1.87829,1.875,1.87859,1.8757,1.87682,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.63,0.322,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73154.9,73154.7,0.452881,2.56958,1.39893,2.34741,1.44897,2.47192,36.34,24.1838,18,492.116,463.059,27.7038,26.7184,30,26.506,26.5794,9.1157,26.2481,100,-999.9,119.034,22.0854,100.746,101.907,7
20,1659628420,95,8/4/22 10:53,10:53:40,5,albert,e_y_105_14,1659628413,0.004893253,4.893253478,5.271112227,162.6052156,129.1730207,11.69754561,14.72507119,0.30126143,2.756525375,0.284092161,0.179018598,321.5077315,29.5197789,28.96973704,4.014735293,62.94386799,2.511163924,3.98952909,1.50357137,-215.7924784,-16.16489296,-1.289964155,88.26039598,-11.78475087,4.89732867,5.271112227,136.9764231,145.0958667,-3.157509138,64.1246498,4.893253478,22.01527151,27.72369212,-3.39E-05,89.25104709,0,0,1,0,47559,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.984074,1681.183655,0.840598521,0.160755146,6,0.5,0: Broadleaf,2,TRUE,1659628413,162.6052222,149.4212222,27.73014444,22.01722593,159.9462963,27.4081,500.0797778,90.45717407,0.100014644,28.86096296,28.96973704,999.9,0,0,9998.925556,0,11.58547778,13.18396667,167.243037,152.7852593,5.712932963,149.4212222,22.01722593,2.508391481,1.991614815,21.08104815,17.37782963,1999.984074,0.980000111,0.020000352,0,779.5582963,5.00056,15514.62593,17294.74444,37.65025926,38.187,37.25,37.37959259,38.8097037,1955.083333,39.90111111,0,1659628421,0,779.6695,19.4446154,386.4000003,15516.48462,15,0,--:--:--,1655239120,1655239135,0,-0.075,-0.027,1.986,0.139,420,22,0.12,0.02,12.30154585,15.00135554,1.479439464,0,778.5560882,18.38574484,1.823235172,0,5.714187073,-0.022571289,0.003190147,1,1,3,3-Jan,2.9797,2.72842,0.0334348,0.0307106,0.11859,0.101783,28945.6,28646.7,30476,29801.2,37047.1,35236,46617,44319.1,1.87757,1.87655,0.139944,0,26.6897,999.9,57.1,29.9,26.7387,63.1384,24.2829,1,-0.0280437,0,20.2077,5.22792,11.9658,4.96955,3.2895,9999,9999,9999,314.8,4.97291,1.8773,1.87546,1.87823,1.875,1.87855,1.87565,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.571,0.322,2.001501617,0.004412805,-1.96E-06,5.31E-10,0.322052948,0,0,0,17,2064,1,24,73155,73154.8,0.411377,2.57202,1.39893,2.34619,1.44897,2.4707,36.34,24.1838,18,492.118,463.075,27.7039,26.7184,29.9999,26.5044,26.5794,8.28256,25.9558,100,-999.9,98.9955,22.1082,100.746,101.908,7
