obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,CO2_hrs,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
601,NA,1664302768,9738,9/27/22 13:19,13:19:28,5,a_y_350_101_b,ozzie,1664302760,0.007989399,7.98939853,26.36757086,384.435709,284.7696619,25.90758596,34.97493768,0.506598898,2.763603529,0.460095967,0.291381528,321.5080515,26.62721203,26.62721203,3.501539708,55.60787291,1.96925057,3.541316125,1.532289138,-352.3324752,28.59542372,2.226860567,-0.0021394,26.36482856,8.00165834,26.36757086,425.0163754,392.9896667,9.57E-05,64.9795334,7.98939853,12.29058862,21.66447576,0.000377932,128.3578354,0,0,1,0,48128,1999.986129,1681.185377,0.840598518,0.160755141,6,0.5,0: Broadleaf,2,TRUE,1664302760,384.4357419,419.7567742,21.64550645,12.2535129,378.1006774,21.25541935,500.1148065,90.87729677,0.100041835,26.81913871,25.89890645,999.9,0,0,9994.439032,0,11.1983,-35.32095161,392.941129,424.9640968,9.391999355,419.7567742,12.2535129,1.967086129,1.113565484,17.18185161,8.493507097,1999.986129,0.979999968,0.019999868,0,851.6199677,5.00063,16683.54839,17256.77419,37.625,37.538,37.062,36.875,38.62093548,1955.085161,39.90096774,0,1664302756,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-35.32153171,0.140941463,0.037840805,0,9.397834634,-0.239357979,0.027917386,0,0,2,0/2,2.97464,2.75382,0.0850966,0.092282,0.0968283,0.0653765,35731.2,38688.2,35385.1,38649.5,45289.1,52162.9,55282.5,61976.2,2.00373,1.85753,0.0811815,0,24.5695,999.9,50.739,27.674,20.7888,60.5261,49.363,1,-0.150953,-0.345507,20.1468,5.19932,12.004,4.9758,3.2932,9999,9999,714.7,9999,1.86279,1.86768,1.86749,1.86861,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.335,0.3911,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7336.7,7336.6,1.02417,2.62695,1.54785,2.30103,1.34644,2.27783,31.2809,15.1215,18,500.598,407.612,24.9999,25.3655,30.0001,25.3192,25.2634,20.6102,40.1161,51.0607,25,426.568,12.4592,102.573,103.171,7
602,NA,1664302773,9743,9/27/22 13:19,13:19:33,5,a_y_350_101_b,ozzie,1664302765,0.00800153,8.001529557,26.18310016,384.4684847,285.7593242,25.99779722,34.9781542,0.508571805,2.762873585,0.461712718,0.292419911,321.508378,26.61992007,26.61992007,3.500036187,55.66398173,1.970783782,3.540500914,1.529252406,-352.8674534,29.09093993,2.265920199,-0.002215283,26.47533631,7.972277697,26.18310016,425.0436091,393.0950727,0.030551826,64.9795334,8.001529557,12.35579674,21.68590303,0.006560652,128.3578354,0,0,1,0,48362,1999.988276,1681.187172,0.840598514,0.160755131,6,0.5,0: Broadleaf,2,TRUE,1664302765,384.4685172,419.908931,21.66221379,12.30485517,378.1332414,21.27132759,500.1142414,90.87792759,0.100021414,26.81522414,25.89991379,999.9,0,0,9990.06069,0,11.1983,-35.44042414,392.9812759,425.1402759,9.357375862,419.908931,12.30485517,1.968618621,1.118238276,17.19416552,8.555341724,1999.988276,0.980000034,0.019999797,0,851.4032069,5.00063,16678.04138,17256.79655,37.625,37.53206897,37.062,36.86848276,38.62065517,1955.087586,39.90068966,0,1664302760,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-35.34485366,-0.2665777,0.134029924,0,9.38007878,-0.385585714,0.039194116,0,0,2,0/2,2.97452,2.75383,0.085128,0.0927475,0.0968882,0.0654569,35729.5,38668.4,35384.7,38649.5,45285.6,52158.5,55281.9,61976.4,2.00373,1.8579,0.0809655,0,24.5705,999.9,50.641,27.664,20.7358,59.6961,49.7636,1,-0.150973,-0.346841,20.1469,5.19842,12.004,4.97555,3.29303,9999,9999,714.7,9999,1.8628,1.86768,1.86749,1.86861,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.337,0.392,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7336.7,7336.7,1.05225,2.61353,1.54785,2.30225,1.34644,2.32544,31.2809,15.1215,18,500.588,407.819,24.9997,25.3644,30.0001,25.3181,25.2634,21.1235,39.0591,51.0607,25,440.022,12.6207,102.571,103.171,7
603,NA,1664302778,9748,9/27/22 13:19,13:19:38,5,a_y_350_101_b,ozzie,1664302770,0.007933877,7.933877203,26.47423522,385.0136098,284.3750768,25.8716509,35.02746378,0.502912248,2.76608048,0.457087983,0.289448367,321.5092618,26.6375581,26.6375581,3.50367392,55.70389534,1.972064879,3.540263867,1.531609041,-349.8839847,26.32466839,2.048244617,-0.001809868,28.48168834,7.942786252,26.47423522,433.2078459,396.7030788,0.917814306,64.9795334,7.933877203,12.3881095,21.6975,0.000278272,128.3578354,0,0,1,0,47969,1999.993929,1681.191911,0.840598507,0.160755119,6,0.5,0: Broadleaf,2,TRUE,1664302770,385.0136429,422.8528929,21.67647143,12.35382143,378.6749286,21.28489286,500.1119643,90.87734286,0.099866507,26.81408571,25.90180714,999.9,0,0,10009.06393,0,11.19977857,-37.83922857,393.54425,428.1423214,9.3226525,422.8528929,12.35382143,1.969901071,1.122681786,17.20445357,8.613846786,1999.993929,0.979999964,0.019999871,0,850.9668571,5.00063,16669.275,17256.85,37.625,37.531,37.062,36.8615,38.62275,1955.092857,39.90035714,0,1664302766,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-37.09292195,-25.01715679,3.255016555,0,9.339359024,-0.414326132,0.044038613,0,0,2,0/2,2.97441,2.754,0.085845,0.0949758,0.0969304,0.0659837,35702,38573.5,35385.1,38649.4,45283.8,52129,55282.3,61976.3,2.00358,1.85833,0.0818633,0,24.5705,999.9,50.543,27.674,20.709,60.4861,50.004,1,-0.150998,-0.347775,20.147,5.19887,12.0041,4.97555,3.293,9999,9999,714.7,9999,1.86279,1.86769,1.86749,1.86861,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.363,0.3928,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7336.8,7336.8,1.08032,2.60986,1.54785,2.30225,1.34644,2.42798,31.2809,15.1215,18,500.489,408.055,24.9997,25.364,30.0001,25.3181,25.2634,21.774,38.7611,50.6881,25,460.142,12.695,102.572,103.171,7
604,NA,1664302783,9753,9/27/22 13:19,13:19:43,5,a_y_350_101_b,ozzie,1664302776,0.007902546,7.902545925,26.94310074,387.9504107,285.2082639,25.94718898,35.29428805,0.500446956,2.764593685,0.455027122,0.288128439,321.5070777,26.65013819,26.65013819,3.506270501,55.74106706,1.973854551,3.541113681,1.53241595,-348.5022753,25.0437659,1.949791878,-0.001639862,32.83152727,7.8877084,26.94310074,448.4097561,406.1055576,2.021839483,64.9795334,7.902545925,12.53840798,21.74199212,0.007618375,128.3578354,0,0,1,0,47949,1999.98037,1681.180511,0.840598506,0.160755117,6,0.5,0: Broadleaf,2,TRUE,1664302776,387.9504444,431.0108519,21.69636296,12.43851111,381.5932222,21.30382963,500.11,90.87633333,0.099954022,26.81816667,25.90792963,999.9,0,0,10000.39185,0,11.21215185,-43.06037407,396.5542222,436.4404074,9.257858148,431.0108519,12.43851111,1.971686667,1.130364444,17.21877037,8.714446667,1999.98037,0.979999889,0.019999952,0,850.378037,5.00063,16656.82963,17256.73333,37.625,37.53674074,37.062,36.85633333,38.625,1955.079259,39.9,0,1664302771,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-39.9074561,-52.94098328,5.78747798,0,9.299199024,-0.671489477,0.070389452,0,0,2,0/2,2.97481,2.75356,0.087502,0.0976148,0.0970743,0.0662945,35636.9,38461.4,35384.7,38649.8,45276.1,52112,55281.9,61976.8,2.0037,1.8582,0.0827312,0,24.571,999.9,50.446,27.664,20.6563,60.5561,49.2628,1,-0.151021,-0.347849,20.1468,5.19932,12.004,4.97565,3.293,9999,9999,714.7,9999,1.86279,1.86769,1.86748,1.86861,1.86951,1.86555,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.423,0.395,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7336.9,7336.9,1.1145,2.60864,1.54785,2.30225,1.34644,2.40845,31.2809,15.1302,18,500.571,407.986,24.9998,25.364,30.0001,25.3181,25.2634,22.3783,38.1647,50.6881,25,473.612,12.7432,102.571,103.172,7
605,NA,1664302788,9758,9/27/22 13:19,13:19:48,5,a_y_350_101_b,ozzie,1664302780,0.007852263,7.852262845,27.55632161,394.3515372,288.6327278,26.25856187,35.8764036,0.496497911,2.763283579,0.451738629,0.286021076,321.5075889,26.66800267,26.66800267,3.509960687,55.79586025,1.976274359,3.541973096,1.533686328,-346.2847914,22.98524905,1.790570721,-0.001382749,38.06946009,7.844348849,27.55632161,465.8064758,419.3374121,2.743535099,64.9795334,7.852262845,12.59190742,21.77142061,0.003865984,128.3578354,0,0,1,0,48282,1999.983571,1681.1832,0.840598505,0.160755115,6,0.5,0: Broadleaf,2,TRUE,1664302780,394.3515714,443.7368571,21.72310357,12.51626786,387.9540357,21.32927857,500.1031071,90.87570357,0.099987461,26.82229286,25.92144643,999.9,0,0,9992.725357,0,11.39709643,-49.38525,403.1086071,449.3624286,9.20683,443.7368571,12.51626786,1.974102143,1.137423929,17.23811429,8.806466071,1999.983571,0.979999857,0.019999986,0,850.0411071,5.00063,16651.83929,17256.75357,37.625,37.53764286,37.062,36.85025,38.625,1955.082143,39.9,0,1664302776,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-45.78559756,-79.99167805,7.976070627,0,9.237489756,-0.705721045,0.07326377,0,0,2,0/2,2.9746,2.75385,0.0897397,0.100255,0.0971636,0.0666005,35549.8,38349.1,35384.9,38649.9,45271.7,52095.3,55282,61977.2,2.00378,1.85842,0.0848621,0,24.5726,999.9,50.348,27.674,20.6299,59.9961,49.6795,1,-0.151126,-0.348952,20.1469,5.19917,12.004,4.9756,3.2929,9999,9999,714.7,9999,1.86279,1.86769,1.86751,1.86866,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.506,0.3963,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337,7336.9,1.14502,2.60498,1.54785,2.30225,1.34644,2.39502,31.2809,15.1302,18,500.62,408.111,24.9998,25.3628,30,25.3181,25.2634,22.9504,37.8769,50.3084,25,493.835,12.7871,102.572,103.172,7
606,NA,1664302793,9763,9/27/22 13:19,13:19:53,5,a_y_350_101_b,ozzie,1664302786,0.00785746,7.857460496,28.39998646,405.52652,296.848484,27.00603033,36.89310233,0.497823385,2.761815364,0.452814779,0.286713208,321.5070777,26.67114374,26.67114374,3.510609875,55.87414102,1.979588068,3.542941389,1.531021807,-346.5140079,23.19739228,1.808128014,-0.001409928,42.71935474,7.794705879,28.39998646,481.9593648,433.7233576,2.899306913,64.9795334,7.857460496,12.67892908,21.80545818,0.01017586,128.3578354,0,0,1,0,47989,1999.98037,1681.180511,0.840598506,0.160755117,6,0.5,0: Broadleaf,2,TRUE,1664302786,405.5265556,460.5730741,21.7595,12.61102222,399.0587037,21.36392593,500.0895556,90.87582593,0.09998087,26.82694074,25.94138148,999.9,0,0,9984.046667,0,11.64426667,-55.04647778,414.5472593,466.4563333,9.148485185,460.5730741,12.61102222,1.977411852,1.146035556,17.2646037,8.918287407,1999.98037,0.98,0.019999833,0,850.5698889,5.00063,16662.91852,17256.72593,37.625,37.52985185,37.062,36.84933333,38.625,1955.079259,39.9,0,1664302781,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-51.1287525,-67.28420826,6.686651625,0,9.188508,-0.655665591,0.067512911,0,0,2,0/2,2.97476,2.75365,0.0921109,0.102801,0.097259,0.0667338,35457.4,38240.6,35385.1,38649.8,45267.2,52087.7,55282.4,61977,2.00365,1.85858,0.0843331,0,24.5747,999.9,50.275,27.674,20.598,60.5761,49.6154,1,-0.151113,-0.347249,20.1469,5.19917,12.004,4.97565,3.29305,9999,9999,714.7,9999,1.86279,1.86769,1.8675,1.86863,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.595,0.3979,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.1,7337,1.17676,2.60986,1.54785,2.30225,1.34644,2.3999,31.2809,15.1302,18,500.528,408.187,25.0002,25.3619,30,25.317,25.2623,23.6203,36.8211,50.3084,25,507.265,12.9385,102.572,103.172,7
607,NA,1664302798,9768,9/27/22 13:19,13:19:58,5,a_y_350_101_b,ozzie,1664302790,0.007766992,7.766991512,29.32369099,418.0354275,304.456972,27.69821821,38.03110967,0.490594596,2.763489391,0.446846137,0.282883642,321.5103249,26.69630673,26.69630673,3.515814273,55.94925425,1.982274096,3.542985734,1.533540177,-342.5243257,19.49424853,1.518757674,-0.000994558,45.18046428,7.765220881,29.32369099,498.7296124,448.7798424,3.02376203,64.9795334,7.766991512,12.71823937,21.82653273,0.000748034,128.3578354,0,0,1,0,47904,2000.000714,1681.1976,0.8405985,0.160755105,6,0.5,0: Broadleaf,2,TRUE,1664302790,418.0354643,476.13675,21.789025,12.67546429,411.489,21.392025,500.0915357,90.87585,0.099955304,26.82715357,25.95388929,999.9,0,0,9993.924286,0,11.62089643,-58.10121786,427.3472857,482.2503929,9.1135675,476.13675,12.67546429,1.980095357,1.1518925,17.28606071,8.993721429,2000.000714,0.980000179,0.019999643,0,852.2025714,5.00063,16695.58214,17256.90357,37.625,37.52657143,37.062,36.84575,38.6205,1955.099286,39.9,0,1664302786,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-55.18392439,-44.32578188,4.559374319,0,9.143932195,-0.436004111,0.045703532,0,0,2,0/2,2.97459,2.75397,0.0945486,0.105377,0.0973327,0.0673807,35362,38130.9,35384.8,38649.8,45263.2,52051.6,55282,61977.1,2.00375,1.85893,0.0843182,0,24.5768,999.9,50.201,27.674,20.5687,60.6761,49.9399,1,-0.151169,-0.346378,20.1472,5.19917,12.004,4.9755,3.29303,9999,9999,714.7,9999,1.86279,1.86768,1.86747,1.86861,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.687,0.399,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.2,7337.1,1.20605,2.61353,1.54785,2.30225,1.34644,2.37305,31.2809,15.1215,18,500.584,408.372,25.0001,25.3619,30,25.316,25.2612,24.215,36.8211,50.3084,25,520.71,13.0015,102.572,103.172,7
608,NA,1664302803,9773,9/27/22 13:20,13:20:03,5,a_y_350_101_b,ozzie,1664302796,0.007747355,7.747354529,30.07217223,433.2570366,316.497654,28.79363423,39.41591504,0.489721046,2.765076017,0.446143476,0.282431092,321.5118661,26.70373304,26.70373304,3.517351527,56.02874184,1.985318865,3.543393621,1.532032662,-341.6583347,18.69020628,1.455349158,-0.000913183,46.83415438,7.706407919,30.07217223,515.7480656,464.4020121,3.126035638,64.9795334,7.747354529,12.89817355,21.87844788,0.011898266,128.3578354,0,0,1,0,48169,2000.01037,1681.205712,0.840598497,0.1607551,6,0.5,0: Broadleaf,2,TRUE,1664302796,433.2570741,493.4522593,21.82248889,12.77847407,426.6151481,21.42386667,500.1032222,90.87589259,0.0999294,26.82911111,25.9618963,999.9,0,0,10003.28926,0,11.44321852,-60.19516296,442.923037,499.8407037,9.044023704,493.4522593,12.77847407,1.983137778,1.161253704,17.31034074,9.11351,2000.01037,0.980000333,0.019999478,0,854.9408519,5.00063,16749.08889,17256.98889,37.625,37.51837037,37.062,36.854,38.618,1955.108889,39.9,0,1664302790,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-58.44542439,-27.16227387,2.738534903,0,9.087299024,-0.726240209,0.076837605,0,0,2,0/2,2.97439,2.75395,0.0970188,0.1078,0.0974937,0.0676411,35265.6,38027.8,35384.8,38649.8,45254.9,52037.2,55281.9,61977.2,2.00353,1.85885,0.0851452,0,24.5768,999.9,50.153,27.674,20.5496,60.7461,50.0321,1,-0.151179,-0.345136,20.147,5.19992,12.004,4.9757,3.29295,9999,9999,714.7,9999,1.86279,1.86769,1.86748,1.86863,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.782,0.4016,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.2,7337.2,1.24023,2.61353,1.54785,2.30225,1.34644,2.33765,31.2809,15.1215,18,500.437,408.331,25.0001,25.3618,30,25.316,25.2612,24.8962,36.5228,49.9357,25,540.929,13.0385,102.572,103.172,7
609,NA,1664302808,9778,9/27/22 13:20,13:20:08,5,a_y_350_101_b,ozzie,1664302800,0.007711287,7.711286627,30.94230919,447.30189,326.6498254,29.71742175,40.69391096,0.487392927,2.765189964,0.444210773,0.281191964,321.5088429,26.71552434,26.71552434,3.51979354,56.10646438,1.988295815,3.543790965,1.531497725,-340.0677402,17.21741814,1.340704291,-0.000774898,48.06067581,7.669806636,30.94230919,532.3636152,479.9362727,3.130630728,64.9795334,7.711286627,12.92320806,21.90781939,0.006864802,128.3578354,0,0,1,0,48141,1999.991429,1681.1898,0.840598503,0.16075511,6,0.5,0: Broadleaf,2,TRUE,1664302800,447.3019286,509.0778929,21.855075,12.85445357,440.5721786,21.45486071,500.1109643,90.87640714,0.099982343,26.83101786,25.96942857,999.9,0,0,10003.90571,0,11.21135357,-61.77598929,457.2966071,515.7081786,9.000616071,509.0778929,12.85445357,1.98611,1.168166071,17.33401786,9.201625357,1999.991429,0.980000179,0.019999643,0,857.8328214,5.00063,16807.10357,17256.825,37.625,37.51328571,37.062,36.86375,38.61825,1955.09,39.9,0,1664302796,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-60.43911463,-20.0811554,2.003083217,0,9.03862,-0.680598815,0.073923312,0,0,2,0/2,2.97459,2.75393,0.0994651,0.110465,0.0975774,0.0677316,35170.3,37914.2,35385,38649.8,45251,52032.1,55282.3,61977.1,2.00378,1.8592,0.0864193,0,24.5783,999.9,50.079,27.674,20.5167,60.4861,49.8357,1,-0.151456,-0.343053,20.1471,5.19977,12.004,4.9758,3.29303,9999,9999,714.7,9999,1.8628,1.86769,1.86749,1.86865,1.86951,1.86555,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.878,0.4028,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.3,7337.3,1.27075,2.61841,1.54785,2.30103,1.34644,2.28027,31.2809,15.1127,18,500.6,408.526,25.0003,25.3597,30.0001,25.316,25.2612,25.4875,36.2134,49.9357,25,554.522,13.0849,102.572,103.172,7
610,NA,1664302813,9783,9/27/22 13:20,13:20:13,5,a_y_350_101_b,ozzie,1664302806,0.007639697,7.639697381,31.5446355,463.4851458,339.1068487,30.85099132,42.16658044,0.481907179,2.765292928,0.439647949,0.278267321,321.5090879,26.73873244,26.73873244,3.524604332,56.1889229,1.991634432,3.544532142,1.5329699,-336.9106545,14.28830817,1.112724796,-0.000533663,49.29940161,7.628761492,31.5446355,550.2511374,496.3552909,3.285760276,64.9795334,7.639697381,12.97855464,21.92811455,0.001588226,128.3578354,0,0,1,0,48016,1999.992963,1681.191089,0.840598502,0.16075511,6,0.5,0: Broadleaf,2,TRUE,1664302806,463.4851852,526.8719259,21.89157778,12.93966296,456.6545926,21.48958889,500.1224444,90.87723704,0.09996217,26.83457407,25.98314444,999.9,0,0,10004.42259,0,11.19467407,-63.38672963,473.8591111,533.7793333,8.951907778,526.8719259,12.93966296,1.989445926,1.17592,17.36057407,9.30008963,1999.992963,0.980000111,0.019999715,0,861.4097407,5.00063,16876.88889,17256.83704,37.625,37.50688889,37.062,36.87266667,38.62266667,1955.091481,39.9,0,1664302801,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-62.47729512,-18.37270871,1.83985955,0,8.98558561,-0.502477213,0.060131708,0,0,2,0/2,2.97455,2.75374,0.101979,0.112837,0.0976414,0.0680167,35072.1,37813,35384.9,38649.6,45247.7,52015.8,55282.2,61976.7,2.00345,1.85945,0.086382,0,24.5798,999.9,50.031,27.674,20.4977,60.8561,49.6434,1,-0.151555,-0.3421,20.1469,5.20007,12.0043,4.97575,3.29303,9999,9999,714.7,9999,1.86279,1.8677,1.8675,1.86866,1.86951,1.86555,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.977,0.4039,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.4,7337.4,1.30249,2.6123,1.54785,2.30225,1.34644,2.26562,31.2809,15.1127,18,500.382,408.661,25.0002,25.3597,30,25.3154,25.2606,26.139,35.9267,49.5603,25,574.778,13.1246,102.572,103.171,7
611,NA,1664302818,9788,9/27/22 13:20,13:20:18,5,a_y_350_101_b,ozzie,1664302810,0.007605728,7.605727552,32.10307588,478.1439956,350.8876957,31.92291688,43.50038835,0.479635783,2.764077582,0.437738765,0.277045384,321.5093559,26.7489042,26.7489042,3.526714639,56.25094435,1.993936343,3.54471621,1.532778297,-335.4125851,12.89785558,1.004938307,-0.000435245,50.09114694,7.616424273,32.10307588,566.2245842,512.2170182,3.165584538,64.9795334,7.605727552,13.02911362,21.94009455,0.001445215,128.3578354,0,0,1,0,48016,1999.994643,1681.1925,0.840598502,0.160755109,6,0.5,0: Broadleaf,2,TRUE,1664302810,478.1440357,542.6081071,21.91678571,12.979525,471.2223929,21.51358214,500.1194643,90.87756786,0.100022046,26.83545714,25.99446071,999.9,0,0,9997.208214,0,11.17755357,-64.46400714,488.8586071,549.7441071,8.937256786,542.6081071,12.979525,1.991743571,1.179547143,17.37884643,9.345810357,1999.994643,0.980000071,0.019999757,0,864.7125714,5.00063,16942.10714,17256.85714,37.625,37.50664286,37.062,36.87275,38.62275,1955.093214,39.9,0,1664302805,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-63.47947805,-14.87506829,1.538364826,0,8.94879122,-0.253282578,0.03020978,0,0,2,0/2,2.97479,2.75375,0.104388,0.115373,0.0976706,0.0680716,34978.3,37705,35385.1,38649.6,45246.3,52013,55282.2,61977,2.00357,1.85957,0.0868961,0,24.5814,999.9,49.982,27.674,20.4777,60.7761,49.4271,1,-0.151286,-0.341413,20.1471,5.20082,12.0041,4.9756,3.29303,9999,9999,714.7,9999,1.86279,1.86771,1.86751,1.86863,1.86951,1.86554,1.86662,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.073,0.4043,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.5,7337.4,1.33179,2.6062,1.54785,2.30103,1.34644,2.32666,31.2809,15.1215,18,500.45,408.719,25.0001,25.3597,30.0001,25.3139,25.2591,26.7329,35.6278,49.5603,25,588.282,13.1703,102.572,103.172,7
